/edit/: 2.8.65
/state/: Max Score = 585, Eg Score = 100

Room Table
──────────
/rooms/: 190 of 200 rooms { desc1, desc2, exit, actio, val, flag; }
#04893:Annoyed to be left unarmed in such an obviously dangerous
      :neighborhood, the thief slips off into the shadows.
#04907:The robber, somewhat surprised by this turn of events, nimbly
      :recovers his stilletto.
#04918:His booty remains.
#04921:As the thief dies, the power of his magic decreases, and his
      :treasures reappear:  A #.
#04932:  A #.
#04933:There is a suspicious-looking individual, holding a bag, leaning
      :against one wall.  He is armed with a vicious-looking stilletto.
#04950:There is a suspicious-looking individual lying unconscious on the
      :ground.  His bag and stilletto seem to have vanished.
#04965:The robber revives, briefly feigning continued unconsciousness, and
      :when he sees his moment, scrambles away from you.
#04980:Once you got him, what would you do with him?
#04986:You missed.  The thief makes no attempt to take the knife, although
      :it would be a fine addition to the collection in his bag.  He does
      :seem angered by your attempt.
#05007:You evidently frightened the robber, although you missed him.  He flees.
#05017:You evidently frightened the robber, although you missed him.  He flees,
      :but the contents of his bag fall on the floor.
#05032:Your proposed victim suddenly recovers consciousness.
#05039:The thief seems rather offended by your offer.  Do you think he's as
      :stupid as you are?
#05050:The thief places the # in his bag and thanks you politely.
#05058:The candles are not lit.
#05062:The flame is extinguished.
#05066:Alas, there's not much left of the candles.  Certainly not enough to
      :burn.
#05076:With what?
#05078:The candles are lit.
#05081:The candles are already lit.
#05085:You have to light them with something that's burning, you know.
#05093:You realize just in time that the candles are already lit.
#05101:The heat from the torch is so intense that the candles are vaporized.
#05110:Oh, no!  You walked into the slavering fangs of a lurking grue.
#05118:Oh, no!  A fearsome grue slithered into the room and devoured you.
#05127:You can't go that way.
#05130:The # is closed.
#05133:I can't reach that.
#05136:You aren't carrying that.
#05140:Dropped.
#05142:Thrown.
#05143:You watch as the balloon slowly lands.
#05148:The balloon has landed.
#05151:You have landed, but the balloon did not survive.
#05158:You watch as the balloon slowly descends.
#05164:The balloon descends.
#05167:You hear a boom and notice that the balloon is falling to the ground.
#05176:Your balloon has hit the rim of the volcano, ripping the cloth and
      :causing you to drop 500 feet.  Did you get your flight insurance?
#05193:You watch as the balloon slowly ascends.
#05199:The balloon ascends.
#05202:You watch as the balloon slowly floats away.  It seems to be ascending,
      :due to its light load.
#05214:The balloon leaves the ledge.
#05218:You watch as the balloon slowly lifts off.
#05224:The balloon slowly rises from the ground.
#05230:The cloth bag is draped over the side.
#05235:The balloon is inflated, and there is a # burning
      :in the receptacle.
#05244:The balloon is tied to the hook.
#05249:I'm afraid you can't control the balloon in that way.
#05256:You are tied to the ledge.
#05260:You don't really want to hold a burning #.
#05266:The receptacle is already occupied.
#05271:The # burns inside the receptacle.
#05276:The balloon inflates as it fills with hot air.
#05282:Not likely.
#05284:An interesting idea, but...
#05288:A valiant attempt.
#05291:You can't be serious.
#05294:Not a prayer.
#05296:You already have it.
#05299:Your load is too heavy.  You will have to leave something behind.
#05308:Taken.
#05309:Nice try.
#05311:I can't do that.
#05314:I can't reach inside.
#05317:How can you do that?
#05320:The # is already in the #.
#05324:It won't fit.
#05326:I can't reach the #.
#05329:The cage shakes and is hurled across the room.
#05335:"I am sorry but that action is difficult in the absense of a mouth."
#05344:"My vision is not that good without eyes."
#05350:"I am only a stupid robot and cannot perform that command."
#05358:ECHO
      :The acoustics of the room change subtly.
#05364:Almost as soon as the # breathes his last, a cloud of
      :sinister black smoke envelops him, and when the fog lifts, the
      :carcass has disappeared.
#05382:The # contains:
#05384:Your collection of treasures consists of:
#05390:You are carrying:
#05393:The # is carrying:
#05396:By some miracle of elven technology, you have managed to
      :stop the leak in the dam.
#05407:You are empty handed.
#05410:It is too dark in here to see.
#05414:#:
#05415:I could't find anything.
#05419:I couldn't find any valuables.
#05423:Someone carrying a large bag is casually leaning against one of the
      :walls here.  He does not speak, but it is clear from his aspect that
      :the bag will be taken only over his dead body.
#05446:Your opponent, determining discretion to be the better part of
      :valor, decides to terminate this little contretemps.  With a rueful
      :nod of his head, he steps backward into the gloom and disappears.
#05471:The holder of the large bag just left, looking disgusted.
      :Fortunately, he took nothing.
#05482:A 'lean and hungry' gentleman just wandered through.  Finding
      :nothing of value, he left disgruntled.
#05495:A seedy-looking individual with a large bag just wandered through
      :the room.  On the way, he quietly abstracted all valuables from the
      :room and from your possession, mumbling something about, "Do unto
      :others before...".
#05523:The other occupant (he of the large bag), finding nothing of value,
      :left disgusted.
#05534:The other occupant just left carrying his large bag.  You may not
      :have noticed that he robbed you blind first.
#05548:Off in the distance you hear someone saying, "My, I wonder what this
      :fine # is doing here?"
#05560:You are still recovering from the last blow, so your attack is
      :ineffective.
#05570:Attacking a dead # is pointless.
#05575:Well, you really did it that time.  Is suicide painless?
#05583:The # slowly regains his feet.
#05587:The unconscious # cannot defend himself:  he dies.
#05594:It appears that the last blow was too much for you.  I'm afraid
      :that you are dead.
#05605:Saved.
#05606:I can't access the save file.
#05610:Restored.
#05612:Your save file is obsolete and cannot be restored.
#05619:I don't understand that.
#05623:You cannot talk to that!
#05627:You cannot talk through another person.
#05632:Please input the entire command again.
#05637:Fortunately, you still have a #.
#05642:You are in a room with an exit on the west side, and a staircase
      :leading up.
#05652:A cyclops, who looks prepared to eat horses (much less mere
      :adventurers), blocks the staircase.  From his state of health
      :and the bloodstains on the wall, you gather that he is not very
      :friendly, though he likes people.
#05680:The cyclops is standing in the corner, eyeing you closely.  I don't
      :think he likes you very much.  He looks extremely hungry, even for
      :a cyclops.
#05699:The cyclops, having eaten the hot peppers, appears to be gasping.
      :His enflamed tongue protrudes from his man-sized mouth.
#05715:The cyclops, perhaps affected by a drug in your drink, is sleeping
      :blissfully at the foot of the stairs.
#05729:On the north of the room is a wall which used to be solid, but which
      :now has a cyclops-shaped hole in it.
#05743:The bottle is closed.
#05746:The bottle is already full.
#05750:The bottle is now full of water.
#05755:The water slips through your fingers.
#05760:Too many prepositions.
#05763:Too many objects.
#05766:I can't see one here.
#05769:Which one do you mean?
#05772:I can't reach that from inside the #.
#05777:What should I do with the #?
#05781:Huh?
#05782:You must supply a direct object.
#05787:You must supply an indirect object.
#05792:Normally, I would offer to patch you up, but I'm ashamed to say my
      :abilities are not equal to dealing with your present condition.
      :Please let me express my profoundest regrets.
#05815:The thief, being temporarily incapacitated, is unable to acknowledge
      :your greeting with his usual graciousness.
#05829:The thief is taken aback by your unexpected generosity but accepts
      :the # and stops to admire its beauty.
#05843:The # is open, but I can't tell what's beyond it.
#05850:The # is empty.
#05852:I don't know how to look inside a #.
#05857:There is nothing interesting there.
#05862:The implementers are dead;  therefore, they do not respond.
#05870:You can't wind a #.
#05873:You hear in the distance the chirping of a song bird.
#05880:A metallic voice says, "Hello, Intruder!  Your unauthorized presence
      :in the vault area of the Bank of Zork has set off all sorts of nasty
      :surprises, several of which seem to have been fatal.  This message
      :brought to you by the Frobozz Magic Alarm Company."
#05913:An epicene Gnome of Zurich, wearing a three-piece suit and carrying a
      :safety deposit box, materializes in the room.  "You seem to have
      :forgotten to deposit your valuables," he says, tapping the lid of the
      :box impatiently.  "We don't usually allow customers to use the boxes
      :here, but we can make this ONE exception, I suppose..."  He looks
      :askance at you over his wire-rimmed bifocals.
#05962:The gnome looks impatient:  "I may have another customer waiting;
      :you'll just have to fend for yourself, I'm afraid."  He disappears,
      :leaving you alone in the bare room.
#05984:Talk about eating rich foods!
#05988:Nothing like having money to burn!
#05993:"I wouldn't put THAT in a safety deposit box," remarks the gnome with
      :disdain, tossing it over his shoulder, where it disappears with an
      :understated "pop".
#06013:The gnome carefully places the # in the
      :deposit box.  "Let me show you the way out," he says, making it clear
      :that he will be pleased to see the last of you.  Then, you are momentarily
      :disoriented, and when you recover, you are back at the Bank Entrance.
#06045:The gnome says, "Well, I never!" and disappears with a snap of his
      :fingers, leaving you alone.
#06057:The gnome appears increasingly impatient.
#06063:There is an unpleasant grinding noise from inside the canary.
#06071:The canary chirps blithely, if somewhat tinnily, for a short time.
#06080:The canary chirps, slightly off key, an aria from a forgotten opera.
      :From out of the greenery flies a lovely song bird.  It perches on a
      :limb just over your head and opens its beak to sing.  As it does so,
      :a beautiful brass bauble drops from its mouth, bounces off the top
      :of your head, and lands glimmering in the grass.  As the canary winds
      :down, the song bird flies away.
#06127:The cliff is too steep for climbing.
#06132:The egg is already open.
#06136:There is no obvious way to open the egg.
#06142:I doubt you could do that without damaging it.
#06148:The egg is now open, but the clumsiness of your attempt has
      :seriously diminished its esthetic appeal.
#06161:The concept of using a # is certainly original.
#06167:Not to say that using a # isn't original either...
#06174:You rather indelicate handling of the egg has caused it some damage.
      :The egg is now open.
#06186:Climbing the walls is of no avail.
#06191:Bizarre!
#06193:The egg falls to the ground and is seriously damaged.
#06200:The # falls to the ground.
#06204:You are about ten feet above the ground nestled among some large
      :branches.  The nearest branch above you is beyond your reach.
#06220:On the ground below you can see:
#06225:I can't see any wall here.
#06229:That cannot be turned.
#06232:You would be lost without me.
#06236:You don't have the #.
#06239:The song bird is not here, but it is probably nearby.
#06246:I can't see any song bird here.
#06250:You feel somewhat disoriented as you pass through...
#06257:You hit your head against the # as you attempt this feat.
#06265:You can't go more than part way through the curtain.
#06272:That would involve quite a contortion!
#06277:You are in it, turkey!
#06280:As you try, your hand seems to go through it.
#06286:The # goes through it.
#06289:The # passes through the wall and vanishes.
#06295:The curtain dims slightly as the # passes through.
#06302:I can't do that with everything at once.
#06308:There is a wall there.
#06311:There is no way up.
#06314:There is no way down.
#06317:You are in part of the long hallway.  The east and west walls are
      :dressed stone.  In the center of the hall is a shallow stone channel.
      :In the center of the room the channel widens into a large hole around
      :which is engraved a compass rose.
#06347:Somewhat to the south, identical stone statues face each other from
      :pedestals on opposite sides of the corridor.  The statues represent
      :Guardians of Zork, a military order of ancient lineage.  They are
      :portrayed as heavily armored warriors standing at ease, hands clasped
      :around formidable bludgeons.
#06385:Somewhat to the north, identical stone statues face each other from
      :pedestals on opposite sides of the corridor.  The statues represent
      :Guardians of Zork, a military order of ancient lineage.  They are
      :portrayed as heavily armored warriors standing at ease, hands clasped
      :around formidable bludgeons.
#06423:A passage enters from the south.
#06428:The Guardians awake and, in perfect unison, destroy you with
      :their stone bludgeons.  Satisfied, they resume their posts.
#06444:To the north and south are large hallways.
#06450:To the north is a large hallway.
#06455:You are inside a rectangular box of wood whose structure is rather
      :complicated.  Four sides and the roof are filled in, and the floor
      :is open.
      :   As you face the side opposite the entrance, two short sides of
      :carved and polished wood are to your left and right.  The left panel
      :is mahogany, the right pine.  The wall you face is red on its left
      :half and black on its right.  On the entrance side, the wall is white
      :opposite the red part of the wall it faces, and yellow opposite the
      :black section.  The painted walls are at least twice the length of
      :the unpainted ones.  The ceiling is painted blue.
      :   In the floor is a stone channel about six inches wide and a foot
      :deep.  The channel is oriented in a north-south direction.  In the
      :exact center of the room the channel widens into a circular
      :depression perhaps two feet wide.  Incised in the stone around this
      :area is a compass rose.
      :   Running from one short wall to the other at about waist height
      :is a wooden bar, carefully carved and drilled.  This bar is pierced
      :in two places.  The first hole is in the center of the bar (and thus
      :in the center of the room).  The second is at the left end of the room
      :(as you face opposite the entrance).  Through each hole runs a wooden
      :pole.
      :   The pole at the left end of the bar is short, extending about a
#06618:foot above the bar, and ends in a hand grip.  The pole is resting on
      :the stone floor.
#06629:foot above the bar, and ends in a hand grip.  The pole has been
      :dropped into a hole carved in the stone floor.
#06643:foot above the bar, and ends in a hand grip.  The pole has been lifted
      :out of a hole carved in the stone floor.  There is evidently enough
      :friction to keep the pole from dropping back down.
#06667:foot above the bar, and ends in a hand grip.  The pole has been
      :dropped into the stone channel incised in the floor.
#06682:foot above the bar, and ends in a hand grip.  The pole is positioned
      :above the stone channel in the floor.
#06696:   The long pole at the center of the bar extends from the ceiling
      :through the bar to the circular area in the stone channel.  The
      :bottom end of this pole has a T-bar a bit less than two feet long
      :attached to it.  On the T-bar is carved an arrow.  The arrow and
      :T-bar are pointing #.
#06732:north
#06733:northeast
#06735:east
#06736:southeast
#06738:south
#06739:southwest
#06741:west
#06742:northwest
#06744:You are in a small room, with narrow passages exiting to the north
      :and south.  A narrow red beam of light crosses the room at the north
      :end, inches above the floor.
#06765:You are in a small room, with narrow passages exiting to the north
      :and south.  A narrow red beam of light crosses the room at the north
      :end, inches above the floor.  The beam is stopped halfway across the
      :room by a # lying on the floor.
#06795:Though large and esthetically pleasing, the crypt is empty;  the
      :sarcophagi, bodies, and rich treasures to be expected in a tomb of
      :this magnificence are missing.  Inscribed on the wall is the motto of
      :the implementers, "Feel Free".  There is a door leading out of the
      :crypt to the south.  The door is #.
#06834:You are in an east-west corridor which turns north at its eastern
      :and western ends.  The walls of the corridor are marble.  An
      :additional passage leads south at the center of the corridor.
#06858:In the center of the north wall of the passage is a bronze door
      :which is #.
#06868:You are in a narrow north-south corridor.  At the south end is a door
      :and at the north end is an east-west corridor.  The door is #.
#06885:You are in a north-south hallway which ends in a large wooden door.
#06894:The wooden door has a barred panel in it at about head height.  The
      :panel is #, and the door is #.
#06907:You are in a large east-west corridor which opens out to a northern
      :parapet at its center.  You can see flames and smoke as you peer
      :towards the parapet.  The corridor turns south at its east and west
      :ends, and due south is a massive wooden door.  In the door is a small
      :window barred with iron.  The door is #.
#06946:You are standing behind a stone retaining wall which rims a large
      :parapet overlooking a fiery pit.  It is difficult to see through the
      :smoke and flame which fills the pit, but it seems to be more or less
      :bottomless.  It also extends upwards out of sight.  The pit itself
      :is of roughly dressed stone and is circular in shape.  It is about
      :two hundred feet in diameter.  The flames generate considerable heat,
      :so it is rather uncomfortable standing here.
      :   There is an object here which looks like a sundial.  On it are
      :an indicator arrow and (in the center) a large button.  On the face
      :of the dial are numbers "one" through "eight".  The indicator points
      :to the number "#".
#07031:one
#07032:two
#07033:three
#07034:four
#07035:five
#07036:six
#07037:seven
#07038:eight
#07039:You are in a featureless prison cell.  You can see only the flames
      :and smoke from the pit out of the small window in the closed door
      :in front of you.
#07058:You are in a featureless prison cell.  You can see the east-west
      :corridor outside the open wooden door in front of you.
#07073:Behind you is a bronze door which seems to be #.
#07080:You are in a featureless prison cell.  Its wooden door is securely
      :fastened, and you can see only the flames and smoke of the pit out
      :its small window.
#07099:You are in a featureless prison cell.  Its wooden door is securely
      :fastened, and you can see only the flames and smoke of the pit out
      :its small window.  On the other side of the cell is a bronze door
      :which seems to be #.
#07127:   As you gleefully examine your new-found riches, the dungeon
      :master himself materializes beside you and says, "Now that you have
      :solved all the mysteries of the dungeon, it is time for you to assume
      :your rightfully-earned place in the scheme of things.  Long have I
      :waited for one capable of releasing me from my burden!"  He taps you
      :lightly on the head with his staff and mumbles a few well-chosen spells.
      :You feel yourself changing, growing older and more stooped.  For a
      :moment there are two identical mages staring at each other among the
      :treasures, then you watch as your counterpart dissolves into a mist
      :and disappears, a sardonic grin on his face.
#07210:Suddenly, as you wait in the dark, you begin to feel somewhat
      :disoriented.  The feeling passes, but something seems different.
      :As you regain your composure, the cloaked figure appears before you
      :and says, "You are now ready to face the ultimate challenge of
      :Zork.  Should you wish to do this somewhat more quickly in the
      :future, you will be given a magic phrase which will at any time
      :transport you by magic to this point.  To select the phrase, say
      :	INCANT, <word>
      :and you will be told your own magic phrase to use by saying
      :	INCANT, <phrase>
      :Good luck, and choose wisely!"
#07282:The button pops back to its original position.
#07288:The mirror quietly swings shut.
#07292:The pine wall closes quietly.
#07296:The structure shakes slightly but doesn't move.
#07302:The short pole prevents the structure from rotating.
#07309:The movement of the structure alerts the Guardians.
#07316:The arrow on the compass rose now indicates #.
#07322:The structure rocks back and forth slightly but doesn't move.
#07330:The pine wall swings open.
#07334:The pine door opens into the field of view of the Guardians.
#07342:The structure has reached the end of the stone channel and won't
      :budge.
#07351:The structure slides # and stops over another compass rose.
#07359:The structure wobbles # and stops over another compass rose.
#07367:The structure wobbles as it moves, alerting the Guardians.
#07375:The Guardian notices a wooden structure creeping by, and his
      :suspicions are aroused.
#07386:Suddenly, the Guardians realize that someone is trying to sneak by
      :them in the structure.  They awake and, in perfect unison, hammer
      :the box and its contents (including you) to a pulp.  Satisfied, they
      :resume their posts.
#07414:A Guardian notices the open side of the structure, and his suspicions
      :are aroused.
#07425:Attacking the Guardians is about as futile as attacking a stone wall.
      :Unfortunately for you, your futile blow attracts their attention, and
      :they manage to dispatch you effortlessly.
#07448:The statues are impassive.
#07452:The dungeon master is taken momentarily by surprise.  He dodges your
      :blow and then, with a disappointed expression on his face, he raises
      :his staff and traces a complicated pattern in the air.  As it
      :completes you crumble into dust.
#07482:"I'm willing to accompany you, but not to ride in your pocket!"
#07490:The pole is now slightly above the floor.
#07496:The pole cannot be raised further.
#07501:The pole cannot be lowered further.
#07506:The pole is lowered into the channel.
#07511:The pole is lowered into the stone hole.
#07517:The pole is already resting on the floor.
#07523:The pole now rests on the stone floor.
#07528:The button becomes depressed.
#07532:The button pops back out.
#07536:The button is already depressed.
#07541:No doubt you have a bottle of moonbeams as well.
#07548:The beam is now interrupted by a # lying on the floor.
#07555:You can't break the beam with a #.
#07560:The # already breaks the beam.
#07564:I see no bronze door here.
#07568:The bronze door opens.
#07571:The bronze door closes.
#07574:On the other side of the door is a narrow passage which opens out
      :into a larger area.
#07585:The door won't budge.
#07588:The knock reverberates along the hall.  For a time it seems there
      :will be no answer.  Then you hear someone unlatching the small wooden
      :panel.  Through the bars of the great door, the wrinkled face of an
      :old man appears.  He gazes down at you and intones as follows:
      :   "I am the master of the dungeon, whose task it is to insure
      :that none but the most scholarly and masterful adventurers are
      :admitted into the secret realms of the dungeon.  To ascertain whether
      :you meet the stringent requirements laid down by the Great
      :Implementers, I will ask three questions which should be easy for
      :one of your reputed excellence to answer.  You have undoubtedly
      :discovered the answers during your travels through the dungeon.
      :Should you answer each of these questions correctly within five
      :attempts, then I am obliged to acknowledge your skill and daring and
      :admit you to these regions.
      :   "All answers should be in the form 'ANSWER, <answer>'."
#07705:The booming voice asks:
#07708:"From which room can one enter the robber's hideaway without passing
      :through the cyclops room?"
#07720:"Beside the Temple, to which room is it possible to go from the Altar?"
#07729:"What is the absolute minimum specified value of the Zorkmid
      :treasures, in Zorkmids?"
#07740:"What object is of use in determining the function of the iced cakes?"
#07749:"What can be done to the mirror that is useful?"
#07756:"The taking of which object offends the ghosts?"
#07763:"What object in the dungeon is haunted?"
#07769:"In which room is the phrase 'Hello sailor' useful?"
#07776:The door is securely fastened.
#07780:The wooden door opens.
#07783:The wooden door closes.
#07786:The dungeon master says, "I will stay."
#07791:The dungeon master says, "I will follow."
#07797:There is no reply.
#07800:"I prefer to stay where I am, thank you."
#07806:"I am not permitted to enter the prison cell."
#07812:"I cannot perform that action for you."
#07817:This gives you the rank of Dungeon Master.
#07823:This gives you the rank of Super Cheater.
#07829:This gives you the rank of Master Cheater.
#07835:This gives you the rank of Advanced Cheater.
#07841:You are in the Tomb of the Unknown Implementer.  A hollow voice
      :says, "That's not a bug, it's a feature!"
      :In the north wall of the room is the Crypt of the Implementers.  It
      :is made of the finest marble and is apparently large enough for four
      :headless corpses.  The crypt is #.  Above the entrance is the
      :cryptic inscription:
      :
      :		"Feel Free".
#07884:The door of the crypt is extremely heavy, but it opens easily.
#07892:The crypt is already open.
#07896:The crypt is already closed.
#07900:The crypt is closed.
#07903:The dial spins and comes to a stop pointing at "#".
#07910:There is no answer.
#07913:No one seems to be listening.
#07917:The dungeon master says, "Excellent."
#07922:The dungeon master says, "You are wrong.  You have four more chances."
#07931:The dungeon master says, "You are wrong.  You have three more chances."
#07940:The dungeon master says, "You are wrong.  You have two more chances."
#07949:The dungeon master says, "You are wrong.  You have one more chance."
#07958:The mirror is closed.
#07961:You must specify what to set the dial to.
#07967:The dial face contains only numbers.
#07972:The dial now points to "#".
#07976:The button depresses with a slight click and pops back.
#07983:The cell door is now closed.
#07987:You notice that the dungeon master does not follow.
#07994:The dungeon master catches up with you.
#07999:The dungeon master follows you.
#08003:There is a wooden wall blocking your way.
#08009:There is a large mirror blocking your way.
#08015:There is a large broken mirror blocking your way.
#08022:The structure blocks your way.
#08026:As you leave, the door swings shut.
#08031:You are in a narrow room whose west wall is a large mirror.
#08039:You are in a narrow room whose east wall is a large mirror.
#08047:You are in a narrow room whose west wall is a large wooden panel
      :which once contained a mirror.
#08059:You are in a narrow room whose east wall is a large wooden panel
      :which once contained a mirror.
#08071:The mirror is mounted on a panel which has been opened outward.
#08079:The panel has been opened outward.
#08084:The opposite wall is solid rock.
#08089:The dungeon master says, "You are wrong."  The dungeon master,
      :obviously disappointed in your lack of knowledge, shakes his head
      :and mumbles, "I guess they'll let anyone in the dungeon these days."
      :With that, he departs.
#08117:The dungeon master, obviously pleased, says, "You are indeed a
      :master of lore.  I am proud to be at your service."  The massive
      :wooden door swings open, and the master motions for you to enter.
#08142:Saves are not permitted during the endgame.
#08148:Restores are not permitted during the endgame.
#08154:The structure rotates clockwise.
#08159:The structure rotates counterclockwise.
#08164:I can't see a mirror here.
#08168:I don't see any way to open the mirror here.
#08174:The mirror breaks, revealing a panel behind it.
#08180:The mirror has already been broken.
#08185:The mirror is mounted on a wooden panel which moves slightly inward
      :as you push and back out as you let go.  The mirror feels rather
      :fragile.
#08203:The mirror is unyielding but seems rather fragile.
#08210:I can't see a panel here.
#08214:I don't see any way to open the panel here.
#08220:To break the panel you would have to break the mirror first.
#08228:The panel is not that easily destroyed.
#08233:The wooden panel moves slightly inward as you push and back out
      :when you let go.
#08244:The panel is unyielding.
#08248:A disheveled adventurer stares back at you.
#08254:The mirror is broken into little pieces.
#08260:Shards of a broken mirror are dangerous to play with.
#08267:The # side of the room is divided by a wooden wall into small
#08275:hallways to the #east and #west.
#08280:A large mirror fills the # side of the hallway.
#08286:A large panel fills the # side of the hallway.
#08292:The shattered pieces of a mirror cover the floor.
#08299:The corridor continues north.
#08303:The corridor continues south.
#08307:The corridor continues north and south.
#08312:Incantations are useless once you have gotten this far.
#08319:That incantation seems to have been a failure.
#08325:Sorry, only one incantation to a customer.
#08331:That spell has no obvious effect.
#08336:As the last syllable of your spell fades into silence, darkness
      :envelops you, and the earth shakes.  Then all is quiet.
#08351:The structure won't budge.
#08355:You are in a room with an exit to the north and a steel door to the east.
#08365:You are in a room with an exit to the north and a passage to the east.
#08374:The card slides easily into the slot and vanishes, and the steel
      :door slides open, revealing a passageway to the west.  A moment
      :later, a previously unseen sign flashes:
      :	"Unauthorized/Illegal Use of Pass Card -- Card Confiscated"
#08403:The item vanishes into the slot.  A moment later, a previously
      :unseen sign flashes "Garbage In, Garbage Out".  The #,
      :now atomized, spews through the slot.
#08423:I can't see any ladder here.
#08427:Come, come!
#08429:You hit your head on the ceiling and fall off the ladder.
#08437:You are in a small square room bounded to the north and west with
      :marble walls and to the east and south with sandstone walls.
#08453:It appears the thief was correct.
#08458:In the ceiling above you is a large circular opening.
#08465:The center of the floor is noticeably depressed here.
#08472:The west wall here has a large steel door at its center.  On one side
      :of the door is a small slit.
#08485:The west wall here has a large opening at its center.  On one side
      :of the opening in a small slit.
#08498:There is a ladder here, firmly attached to the east wall.
#08506:There is a ladder here, firmly attached to the west wall.
#08514:There is only a passage in that direction.
#08520:The wall does not budge.
#08524:The wall slides forward and you follow it...
      :The architecture of this region is getting complex, so that further
      :descriptions will be diagrams of the immediate vicinity in a 3x3
      :grid.  The walls here are rock, but of two different types - sandstone
      :and marble.  The following notations will be used:
      :			..  = current position (middle of grid)
      :			MM  = marble wall
      :			SS  = sandstone wall
      :			??  = unknown (blocked by walls).
#08578:The wall slides forward and you follow it to the following position:
#08587:Your position is as follows:
#08591:The exit is too far above your head.
#08596:With the help of the ladder, you exit the puzzle.
#08603:Don't be lazy, type the command yourself.
#08609:In the MDL sources, NOOBJ is described as a "hack".  As we are
      :above such practices, NOOBJ is not implemented.
#08623:The grating closes.
#08626:Your swing misses the # by an inch.
#08631:A mightly blow, but it misses the # by a mile.
#08637:You charge, but the # jumps nimbly aside.
#08643:Clang!  Crash!  The # parries.
#08647:A good stroke, but it's too slow, the # dodges.
#08653:Your sword crashes down, knocking the # into dreamland.
#08660:The # is battered into unconsciousness.
#08665:A furious exchange, and the # is knocked out.
#08671:It's curtains for the # as your sword removes his head.
#08678:The fatal blow strikes the # square in the heart:  he dies.
#08686:The # takes a final blow and slumps to the floor dead.
#08693:The # is struck on the arm, blood begins to trickle down.
#08701:Your sword pinks the # on the wrist, but it's not serious.
#08709:Your stroke lands, but it was only the flat of the blade.
#08717:The blow lands, making a shallow gash in the #'s arm.
#08724:The # receives a deep gash in his side.
#08729:A savage blow on the thigh!  The # is stunned but can still fight.
#08738:Slash!  Your blow lands!  That one hit an artery, it could be serious!
#08747:The # is staggered and drops to his knees.
#08753:The # is momentarily disoriented and can't fight back.
#08760:The force of your blow knocks the # back, stunned.
#08767:The #'s weapon is knocked to the floor, leaving him unarmed.
#08775:Your stab misses the # by an inch.
#08780:A good slash, but it misses the # by a mile.
#08786:A quick stroke, but the # is on guard.
#08791:The haft of your blade knocks out the #.
#08797:The # drops to his knees, unconscious.
#08802:The # is knocked out!
#08805:It's the end for the # as your knife severs his jugular.
#08813:The fatal thrust strikes the # square in the heart.
#08820:The # is slashed on the arm, blood begins to trickle down.
#08828:Your knife point pinks the # on the wrist, but it's not serious.
#08837:A savage cut on the leg stuns the #, but he can still fight.
#08845:Slash!  Your stroke connects!  The # could be in serious trouble!
#08854:The # drops to his knees, staggered.
#08859:The # is confused and can't fight back.
#08864:The quickness of your thrust knocks the # back, staggered.
#08872:The # is disarmed by a subtle feint past his guard.
#08879:The cyclops misses, but the backwash almost knocks you over.
#08887:The cyclops rushes you but runs into the wall.
#08893:The cyclops trips over his feet trying to get at you.
#08900:The cyclops unleashes a roundhouse punch, but you have time to dodge.
#08909:The cyclops knocks you unconscious.
#08914:The cyclops sends you crashing to the floor, unconscious.
#08922:The cyclops raises his arms and crushes your skull.
#08929:The cyclops has just essentially ripped you to shreds.
#08936:The cyclops decks you.  In fact, you are dead.
#08942:The cyclops breaks your neck with a massive smash.
#08949:A quick punch, but it was only a glancing blow.
#08955:The cyclops grabs but you twist free, leaving part of your cloak.
#08964:A glancing blow from the cyclops' fist.
#08969:The cyclops chops at you with the side of his hand and connects, but
      :not solidly.
#08980:The cyclops gets a good grip and breaks your arm.
#08987:The cyclops knocks the wind out of you with a quick punch.
#08995:The cyclops smashes his huge fist into your chest, breaking several ribs.
#09005:A flying drop kick breaks your jaw.
#09010:The cyclops breaks your leg with a staggering blow.
#09017:The cyclops knocks you silly, and you reel back.
#09024:The cyclops grabs you and almost strangles you before you wiggle free,
      :breathless.
#09035:Heedless of your weapons, the cyclops tosses you against the rock
      :wall of the room.
#09046:The cyclops lands a punch that knocks the wind out of you.
#09054:The cyclops grabs you by the arm, and you drop your #.
#09061:The cyclops kicks your # out of your hand.
#09067:The monster grabs you on the wrist, squeezes, and you drop
      :your # in pain.
#09077:The cyclops grabs your #, tastes it, and throws it to the
      :ground in disgust.
#09087:The cyclops is so excited by his success that he neglects to kill you.
#09096:The cyclops, momentarily overcome by remorse, holds back.
#09104:The cyclops seems unable to decide whether to broil or stew his dinner.
#09113:The cyclops, no sportsman, dispatches his unconscious victim.
#09121:The troll swings his axe, but it misses.
#09127:The troll's axe barely misses your ear.
#09132:The axe sweeps past you as you jump aside.
#09138:The axe crashes against the rock, throwing sparks.
#09145:The flat of the troll's axe hits you delicately on the head, knocking
      :you out.
#09155:The troll lands a killing blow.  You are dead.
#09161:The troll neatly removes your head.
#09166:The troll's axe cleaves you from the nave to the chops.
#09173:The troll's axe bashes in your skull.
#09178:The axe gets you right in the side.  Ouch!
#09184:The flat of the troll's axe skins across your forearm.
#09191:The troll's swing almost knocks you over as you barely parry in time.
#09200:The troll swings his axe, and it nicks your arm as you dodge.
#09208:The troll charges, and his axe slashes you on your # arm.
